name,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,owners,omv,arf,accessories,new_name
BMW 6 Series 630i Gran Turismo Luxury Sunroof,311800,27910,12200,1998,182,28-Jun-23,9.26,1,68003,106008,"Panoramic Roof, Multifunctional Instrument Display, Rear Camera, Full Leather Seats In Tan Colour, Harmon Kardon Sound System.",BMW 6 Series Gran Turismo Mild Hybrid (2021-2024)
Toyota Camry 2.0A,37500,16260,115000,1998,123,3-Aug-15,0.36,2,27591,30628,Electric seat.Climatic ac. Auto light and rain sensor.Cruise control.Bluetooth connect.Touch screen media with reverse cam. Original leather interior.,Toyota Camry
Toyota Harrier 2.0A Elegance,41800,21670,121000,1986,111,13-Aug-15,0.39,2,25905,23267,"Sport rims, leather electric seats, multi function steering wheel, reverse camera/sensor, Pioneer head unit, knockdown rear seats, dual climate.",Toyota Harrier (2014-2021)
Ford Fiesta 1.0A Ecoboost Titanium,41777,14280,79000,998,74,21-Dec-16,2.74,1,15046,5046,"All Parts Are Factory Stock! Premium Leather Seats, Factory Fitted Audio System. Multi Function Steering Wheel, Digital Climatic Aircon.",Ford Fiesta (2014-2017)
Mazda 5 2.0A SP Sunroof,35800,14370,102000,1998,111,22-Jan-16,0.83,2,18833,18833,"Pioneer DVD player with reverse cam, leather seats/ armrest, Sunroof, dual power sliding doors, retractable side mirror, rear aircon.",Mazda 5 (2012-2018)
Toyota Corolla Altis 1.6A ,12988,13540,193000,1598,80,8-Mar-10,0.95,4,17853,17853,"Multi function steering wheel, leather seats, sports rims, factory fitted audio system, retractable side mirrors with indicators, reverse cam/sensors.",Toyota Corolla Altis (2008-2013)
Toyota Harrier 2.0A Elegance,41800,21670,121000,1986,111,13-Aug-15,0.39,2,25905,23267,"Sport rims, leather electric seats, multi function steering wheel, reverse camera/sensor, Pioneer head unit, knockdown rear seats, dual climate.",Toyota Harrier (2014-2021)
Ford Fiesta 1.0A Ecoboost Titanium,41777,14280,79000,998,74,21-Dec-16,2.74,1,15046,5046,"All Parts Are Factory Stock! Premium Leather Seats, Factory Fitted Audio System. Multi Function Steering Wheel, Digital Climatic Aircon.",Ford Fiesta (2014-2017)
Mazda 5 2.0A SP Sunroof,35800,14370,102000,1998,111,22-Jan-16,0.83,2,18833,18833,"Pioneer DVD player with reverse cam, leather seats/ armrest, Sunroof, dual power sliding doors, retractable side mirror, rear aircon.",Mazda 5 (2012-2018)
Toyota Corolla Altis 1.6A ,12988,13540,193000,1598,80,8-Mar-10,0.95,4,17853,17853,"Multi function steering wheel, leather seats, sports rims, factory fitted audio system, retractable side mirrors with indicators, reverse cam/sensors.",Toyota Corolla Altis (2008-2013)
Mercedes-Benz E-Class E200K ,29888,12670,162784,1796,135,22-Nov-06,2.36,6,52581,57840,WhatsApp now to view!,Mercedes-Benz E-Class Saloon (2004-2009)
Audi A4 1.4A TFSI S-tronic,57800,17860,114000,1395,110,14-Sep-16,2.48,2,32178,27050,"Door Step viewing, loan up to 90% of the car price,Fully maintained by Premium Automobiles, wear and tear replaced with invoice, excellent condition, immediate ownership transfer upon collection, view to believe, please call for more enquiry before it's gone.",Audi A4 Sedan (2016-2020)
BMW X3 sDrive20i,93000,22180,68000,1997,135,14-Jul-17,3.31,2,33704,39186,Whatsapp now to view!,BMW X3 (2011-2017)
Audi A5 Sportback 2.0A TFSI S-tronic Design,125800,21050,94700,1984,140,12-Feb-19,4.89,2,38190,45466,WhatsApp now to view!,Audi A5 Coupe (2017-2020)
Kia Cerato K3 1.6A,45000,13700,90000,1591,95,21-Dec-16,2.74,1,14723,14723,"Leather/knockdown Seats, Retractable Side Mirror, Rear Aircon, Bluetooth, Reverse Sensor, Multi Function Steering Wheel, Front/rear Dashcam, 2 Keys.",Kia Cerato K3 (2013-2018)
Toyota Camry 2.5A,112800,17470,74649,2487,154,19-Jul-19,5.32,1,33952,39533,"Navigation system, Bluetooth interface, multi zone aircon, daytime running lights, auto headlights, rain sensing wipers, leather seats, sports rims.",Toyota Camry
Subaru Impreza 5D 2.0i-S EyeSight,74800,14630,106950,1995,115,29-Oct-18,4.6,1,14823,14823,"Keyless System, EyeSight Safety Drive Assistant, Electric Seats, Leather Seats, Apple CarPlay, Auto Brake Hold.",Subaru Impreza 5D (2017-2023)
Mercedes-Benz C-Class C200 Avantgarde  ,144700,14460,133000,1991,135,24-Sep-14,10,3,37540,34556,"sport rims, premium leather interior, multi function steering with paddle shifters, auto tailgate and much more!",Mercedes-Benz C-Class Saloon (2014-2018)
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi Panoramic Roof,52888,15530,124000,1560,88,30-Mar-17,3.02,3,25002,12003,"Apple CarPlay and Android Auto, Panoramic roof. GPS navigation. Bluetooth. USB. Reverse camera. Rear sensor. In car front and rear camera.",Citroen Grand C4 Picasso Diesel (2014-2017)
Honda Vezel 1.5A G Honda Sensing,123800,15290,18000,1496,87,23-Dec-21,7.75,1,23850,10390,"18"" oz racing rims, Michelin tyres, LED headlights, Pioneer sound system with Bluetooth & reverse camera, in car dash cam front & back.",Honda Vezel (2021)
Kia Cerato Forte 1.6A SX ,54800,11260,145889,1591,92,18-Mar-09,4.86,3,15576,3466,Factory fitted interior.,Kia Cerato Forte (2009-2013)
Mercedes-Benz E-Class E250 ,115800,14720,103000,1796,150,28-Feb-12,7.86,1,57123,57123,"Original Factory Leather, Original Sports Rims,Memory Electronic Seats.Original Factory Audio With Reverse Camera.Keyless Entry Keyless Go.",Mercedes-Benz E-Class Saloon (2009-2013)
BMW X3 sDrive20i Sunroof,106500,23850,85500,1997,135,13-Sep-17,3.47,2,39403,47165,"Memory seats, tailgate powered, 10.25 inch Android LCD, pedal shifters and cruise control.",BMW X3 (2011-2017)
Volvo S60 T2,56800,13190,108000,1498,90,29-Jun-17,3.27,4,25281,27394,Comes With 3 digit bided Number!,Volvo S60 (2014-2019)
BMW X1 sDrive18i,76000,18440,123429,1499,100,28-Jun-17,3.26,1,31845,31583,"Electric/memory leather seats, factory fitted audio system. Navigation, Bluetooth, reverse sensors/camera, fog lights, electric tailgate.",BMW X1 (2015-2022)
Honda Freed 1.5A G 7-Seater ,66000,12920,135459,1496,87,22-Jun-09,5.02,4,20101,20101,"Leather seats, reverse camera, sports rims, electronic sliding door, auto climatic aircon, electric folding side mirrors.",Honda Freed (2009-2010)
Toyota Yaris Cross 1.5A G,130800,14180,3000,1490,88,8-Mar-23,8.95,1,21755,7457,"Leather seats, build in factory audio system, solar film, front and rear camera, reverse sensors.",Toyota Yaris Cross (2020)
Lexus NX Turbo NX350 F Sport,256288,26350,18890,2393,205,31-Aug-22,8.44,1,52978,67361,"F Sport scuff plate, F Sport steering wheel and shift knob in leather, F Sport black front grille and 20'' F Sport wheels.",Lexus NX 350 (2022-2023)
Honda Civic 1.5A VTEC Turbo Sunroof,57800,18050,115000,1498,127,10-Oct-16,2.55,1,26078,23510,"18"" Rays Forged Rims, Keyless Entry, Push Start/stop, Adaptive Cruise Control, Sunroof, Reverse Camera/sensors, Touch Screen Audio System, Rear AC.",Honda Civic
Hyundai i30 1.4A T-GDi DCT Turbo,89888,15100,36355,1353,95,22-Jul-19,5.33,1,18664,18664,Cruise control. Android/Apple CarPlay. Reverse camera. All round sensors. Electric seats. Folding mirrors.,Hyundai i30 Hatchback (2018-2022)
Mercedes-Benz GLA-Class GLA180 Urban Edition,127900,17560,110000,1595,90,28-Sep-20,6.51,2,24814,26740,"Blind spot mirror, Auto tail gate, front and rear parking sensors, Apple and andriod car play, Auto folding mirrors",Mercedes-Benz GLA-Class
Lexus UX200 Luxury,140998,18480,18904,1987,127,18-Aug-20,6.4,3,37981,45174,"Sport rims, keyless entry/start, reverse camera, Bluetooth, NAVI, cruise control, electric seats, Apple CarPlay/Android Auto, lane departure warning.",Lexus UX 200 (2019-2023)
Mitsubishi Outlander 2.0A,139000,16940,30247,1998,110,26-Nov-21,7.67,2,17673,17673,"Leather seats, retractable side mirror, rear aircon, reverse camera. Cruise control, auto headlamps. Keyless entry/start/stop.",Mitsubishi Outlander (2015-2023)
Mercedes-Benz CLA-Class CLA180 Urban,95800,18640,70000,1595,90,26-Jun-18,4.26,2,29059,32683,"Leather upholstery, factory fitted audio system, reverse camera/sensor, electric/memory seat, parktronic, LED intelligent light & apple/android play",Mercedes-Benz CLA-Class (2013-2019)
Honda Civic 1.6A VTi,72800,15460,84900,1597,92,17-Apr-18,4.07,1,19724,19724,"Original audio player with apple/Android carplay, Bluetooth, leather seats, walkaway lock/unlock, reverse camera, multi function steering, rear aircon",Honda Civic (2016-2021)
Toyota Noah Hybrid 1.8A X,144800,22780,57000,1797,100,3-Dec-19,5.69,1,34151,29812,"Premium leather seats, reverse sensor and camera, solar film, keyless entry/start/stop, rear aircon, front and back camera.",Toyota Noah Hybrid 2017 (2017)
BMW 5 Series 520i ,95000,18990,190000,1997,135,5-May-14,5,1,47719,53807,"Sports rims, electric/memory leather seats, factory fitted audio system, all round sensors, solar film, tailgate, fog lights.",BMW 5 Series Sedan (2010-2016)
Maserati GranTurismo 4.2A ,217000,23810,117000,4244,298,14-May-13,9.02,3,98323,98323,"Facelifted LED Headlight, Carbon fibre Steering Wheel, New facelift Zeda Bumper, Electric Leather Seats, Reverse Camera, New high quality Paintwork.",Maserati GranTurismo (2008-2021)
BMW X4 xDrive30i M-Sport Sunroof,193800,32020,60000,1998,185,29-Jan-19,4.85,2,58075,76535,Top grade meissen blue wrap! M-Sports version with apple car play enabled.,BMW X4 (2018-2022)
Mitsubishi Attrage 1.2A,56500,11890,120000,1193,59,5-Oct-18,4.53,1,13581,5000,"Keyless start/stop, factory audio system, multi function steering wheel.",Mitsubishi Attrage (2014-2022)
Mercedes-Benz SLK-Class SLK200 ML ,66000,17900,114344,1796,120,29-Nov-07,3.68,3,48762,53639,Original accessories.,Mercedes-Benz SLK-Class (2004-2011)
Mercedes-Benz E-Class E400,72000,24510,103000,2996,245,27-May-15,0.18,2,63472,86250,"AMG line; rims and bodykit. Front electric memory seats, xenon hid, reverse cam, Harman Kardon premium audio, Bluetooth, navigation, ipod. V high spec",Mercedes-Benz E-Class Saloon (2013-2016)
Mercedes-Benz S-Class S320L,137800,32080,56500,2996,200,7-Jun-16,2.21,2,89948,133907,"Pre-safe impulse, Burmester surround sound system, collision prevention assist, paddle shifters, active parking assist with Parktronic, rear aircon.",Mercedes-Benz S-Class (2013-2021)
Volkswagen Jetta GP 1.4A TSI Trendline,42000,14260,93000,1390,90,22-Jul-16,2.33,2,17516,17516,Regularly serviced. Wear and tear parts replaced. Reliable and comfortable family car.,Volkswagen Jetta (2011-2017)
SEAT Arona 1.0A EcoTSI Style,59800,12300,103077,999,85,13-Sep-18,4.47,1,19404,9404,Factory Fitted Interior.,SEAT Arona (2018-2023)
Peugeot 3008 1.2A PureTech EAT6 Allure,73000,16620,69000,1199,96,27-Dec-17,3.76,2,27750,20850,"Michelin primacy tyres,BBS rims, electrical seat with memory feature, semi leather seat, paranomic Sunroof, ambient lighting,carplay and more",Peugeot 3008 (2017-2020)
Peugeot 508 1.6A Turbo Allure Plus,45000,14170,126500,1598,121,23-Jun-16,2.25,1,27971,26160,"Sports rims, Bluetooth touchscreen audio with navigation, multi zone aircon, knockdown rear seats, electric seats, parking sensors/camera.",Peugeot 508 (2015-2017)
BMW 2 Series 218i Gran Coupe Luxury,149800,17800,31000,1499,100,14-Jun-21,7.23,1,35886,42241,Factory Fitted Interior.,BMW 2 Series Gran Coupe (2020)
Mercedes-Benz C-Class C180 Mild Hybrid Avantgarde,209800,22360,19000,1496,140,21-Jul-22,8.33,1,39225,46915,"Full digital 12.3"" instrument display, 11.9"" MBUX touchscreen infotainment, wireless Apple CarPlay/Android Auto,64 ambient lights, wireless charging.",Mercedes-Benz C-Class Saloon Mild Hybrid (2022)
Toyota Previa 2.4A ,87800,13620,156552,2362,125,17-Sep-10,6.44,4,35783,35783,"Driver electric seats, leather seats, sports rims, Kenwood DVD unit, rev cam/sensor, twin auto sliding door, auto folding mirror, rear AC, fog lamp.",Toyota Previa (2006-2020)
Honda Jazz 1.3A,68800,14740,47000,1318,73,10-Sep-18,4.47,1,15803,5803,"Sport Rims, Leather Seats, Factory Fitted Audio System With Bluetooth, Electric Folding Side Mirrors, Knockdown Rear Seats, Reverse Sensors And Camera",Honda Jazz (2014-2021)
Audi Q2 1.0A TFSI S-tronic,93800,15920,75570,999,85,8-Apr-19,5.04,3,24924,26894,"Keyless entry, push start/stop, multi function steering, upgraded Android/CarPlay infotainment system with reverse camera, 18"" sports rims.",Audi Q2 (2017)
Honda Civic 1.6A VTi,110800,14820,54768,1597,92,11-Jan-21,6.8,1,19816,19816,"Sports rims, leather seats, multi function steering control, cruise control, factory fitted audio with Bluetooth, CarPlay, retractable side mirrors.",Honda Civic (2016-2021)
Mercedes-Benz E-Class E300e Plug-in Hybrid Avantgarde,236800,23900,19800,1991,245,24-Aug-22,8.42,1,63212,70782,"19"" sports rims, 10.25"" touchscreen infotainment with navigation, Android Auto/ Apple CarPlay, soft closing, 360 parking camera, collision assist.",Mercedes-Benz E-Class Saloon Plug-in Hybrid (2021)
Toyota Wish 1.8A ,26800,13570,178000,1794,97,14-Mar-06,0.97,5,18576,20434,"Electric folding side mirrors, knockdown rear seat, rear parking sensor, reverse cam, upgraded player, 60l fuel tank capacity, 16km/l fuel consumption",Toyota Wish (2008-2009)
BMW X1 sDrive20i,71800,19270,84000,1998,141,25-Nov-16,2.67,2,34581,40414,Sport rims. Original Infotainment With Bluetooth. Cruise control. Electric handbrakes. Electric seats. Knockdown Rear seat. Auto tail gate.,BMW X1 (2015-2022)
BMW 4 Series 420i Gran Coupe,133888,20660,68973,1998,135,29-Apr-19,5.02,1,46374,56924,Factory fitted interior.,BMW 4 Series Gran Coupe (2014-2020)
Mercedes-Benz E-Class E250 CDI Coupe Avantgarde ,84800,14040,128000,2143,150,6-Apr-10,6.04,4,63083,63083,"$0 Driveaway! Cheapest unit in the market! AMG steering wheel, Android player, Sgcarmart 2023 Premium Dealer award winner! Buy with confidence! Full loan available, lowest bank & in house interest rates, in house warranty provided, perfect car condition with no repairs needed! All vehicles undergone workshop 120 point inspection check, high trade in value",Accessories
Honda Shuttle 1.5A G,46800,15770,96000,1496,97,25-Nov-16,2.67,2,19198,9198,"Leather Seats, Touch Screen DVD/Bluetooth, Reverse Sensor And Camera, Solar Film, Retractable Side Mirror With Indicators, Knockdown Rear Seats.",Honda Shuttle (2015)
Mazda Biante 2.0A,30800,21100,95000,1998,111,23-Mar-15,0,3,19397,19397,Alpine touchscreen multimedia with BT. Multi function steering with paddle shifters. Electric side mirrors. Rev sensors/camera. Knockdown rear seats.,Mazda Biante (2014-2018)
Mercedes-Benz C-Class C180 Avantgarde,108800,22650,42000,1595,115,31-Jan-18,3.86,1,36252,42753,"Electric Memory Seats, Keykess Entry/Start, Collision Prevention Assist, Reverse Camera/Sensors",Mercedes-Benz C-Class Saloon (2014-2018)
Mazda 6 2.0A,31800,15500,105000,1998,121,20-Aug-15,0.41,3,19864,19864,Sport Rims. Leather Seats. Reverse Camera. Reverse Sensor. Multi Function Steering. Electric Seats. Factory Fitted Head Unit With Bluetooth TM.,Mazda 6 Sedan (2013-2018)
Audi A4 1.4A TFSI S-tronic,65800,16200,124000,1395,110,9-Jun-17,3.21,4,32490,27486,"Audi MMI with Bluetooth, multi function steering with paddle shifter, electric leather seats, reverse sensors, rear climatic aircon.",Audi A4 Sedan (2016-2020)
Toyota Alphard 2.5A Elegance Moonroof,98880,36910,31359,2494,134,24-Feb-16,0.92,2,45427,55598,"Twin Moonroof, dual power sliding door, powers 2nd seat, auto tailgate, 360 reverse camera.",Toyota Alphard (2015-2021)
Audi A3 Sportback 1.0A TFSI S-tronic,94800,16500,69984,999,85,18-Apr-19,5.07,1,21554,22176,"Factory fitted audio system, power seats, sports rims, retractable wing mirrors, Bluetooth, auto headlights, climate air con, reverse sensor.",Audi S3 Sportback (2009-2013)
Peugeot 5008 Diesel 1.6A BlueHDi EAT6 Sunroof,46800,14050,59000,1560,88,28-Dec-16,2.76,2,24180,15852,"Panoramic Glass Roof, Sports Rims, Leather Seats, Factory Fitted Audio System With Bluetooth/GPS/HUD, Solar Film, Reverse Sensors/camera, Fog Lights.",Peugeot 5008 Diesel (2014-2016)
Honda Jade 1.5A RS,62800,15680,90000,1496,110,2-May-17,3.02,3,25770,28078,"6 seater MPV. Leather seats, sport rim, DVD player with Bluetooth, multi-steering control, reverse sensor/camera, auto side mirrors.",Honda Jade (2016-2018)
BMW 5 Series 540i Touring xDrive M-Sport,189800,35700,87606,2998,250,6-Feb-18,3.87,1,72648,102767,"Heads up display, GPS, Bluetooth, surround cameras, soft close, connected drive, paddle shifters, Harmon Kardon, gesture control.",BMW 5 Series Touring (2018-2020)
BMW X1 sDrive18i,126800,20110,93000,1499,103,25-Jun-19,5.26,1,35730,42022,"Auto LED headlights. LED DRL. Keyless entry/start. Navigation, front and rear sensors with camera. Front electric seats driver memory, auto tailgate.",BMW X1 (2015-2022)
Mercedes-Benz GLC-Class GLC200 Coupe,123000,26270,75000,1991,135,2-Oct-17,3.52,3,48990,60586,"360 parking camera, Lane Keep Assist, collision prevention assist, Sidesteps, cruise control, park tronic, auto tailgate, electric memory seats",Mercedes-Benz GLC-Class (2016-2023)
Lamborghini Gallardo LP560-4 ,333000,37480,50000,5204,412,7-Feb-13,8.87,6,236840,236840,"Facelift bodykit, carbon fibre wing/mirrors, white leather tone, lifters, paddle shifters, reverse camera, full electric seats, glass engine bonnet.",Lamborghini Gallardo
Audi TT Roadster 1.8A TFSI S-tronic,125800,24810,25400,1798,132,20-Mar-18,3.99,2,43831,53364,Virtual Cockpit. Navigation. Bluetooth. Upgraded HRE Sport Rims.,Audi TT
Volvo S90 Mild Hybrid B5 Inscription,200800,23120,30000,1969,184,20-Jan-22,7.83,1,33846,39385,"Google integrated, intellisafe system, Sunroof, Bluetooth, paddle shifters, all round parking sensors, Apple CarPlay, 19"" rims.",Volvo S90 Mild Hybrid (2021)
Subaru XV 1.6i-S,55688,14950,99000,1600,84,7-Jun-17,3.21,2,15421,15421,"Leather seats, sports rims, factory fitted audio system with GPS/Bluetooth/telephony, reverse sensors/camera, solar film, roof racks, fog lights.",Subaru XV (2011-2017)
Honda Civic 1.6A VTi,83988,15400,68000,1597,92,11-Jan-19,4.8,1,19877,19877,"Sports rims, leather seats, multi function steering control, cruise control, factory fitted audio with Bluetooth, retractable side mirrors.",Honda Civic (2016-2021)
Mercedes-Benz GLA-Class GLA180 Progressive,198800,20000,20952,1332,96,24-Feb-23,8.92,1,34483,40277,"Artico leather, MBUX multimedia, electric seats with memory, TPMS, blind spot monitor, Carplay & Android auto, auto tailgate, active park assist.",Mercedes-Benz GLA-Class (2020-2024)
